SPHERE	0.468308	-0.418309	-0.445920	0.025551
SPHERE	-0.169957	0.449361	0.018090	0.025135
SPHERE	0.210863	0.467579	-0.024805	0.025889
SPHERE	0.001404	-0.370954	-0.356831	0.025529
SPHERE	-0.205916	-0.428575	-0.456591	0.023527
SPHERE	-0.104153	0.055559	0.117434	0.025331
SPHERE	-0.141212	-0.013788	-0.268885	0.025848
SPHERE	-0.422033	0.248683	-0.164637	0.026641
SPHERE	0.306695	-0.137068	-0.018874	0.023532
SPHERE	-0.162523	0.475349	0.243885	0.023929
SPHERE	0.469163	-0.257299	0.074996	0.023549
SPHERE	-0.152757	0.192380	0.038155	0.025391
SPHERE	0.239818	0.057894	-0.376940	0.025929
SPHERE	-0.362209	0.215321	0.234831	0.023930
SPHERE	-0.273806	0.439665	-0.223536	0.025294
SPHERE	0.214735	0.086218	-0.177326	0.024441
SPHERE	-0.212411	0.277984	-0.050622	0.025615
SPHERE	0.271251	0.167903	0.386427	0.024699
SPHERE	-0.460573	0.103830	0.303727	0.024497
SPHERE	-0.130717	-0.113349	0.228594	0.025995
SPHERE	0.000018	-0.031061	-0.235407	0.025439
SPHERE	0.420347	0.416699	0.308050	0.027378
SPHERE	-0.010986	0.259393	-0.426119	0.024409
SPHERE	-0.429447	0.328390	0.119548	0.024079
SPHERE	0.123859	-0.187925	-0.206061	0.024903
SPHERE	-0.172199	0.371036	0.216486	0.027123
SPHERE	-0.232150	-0.369318	0.186937	0.027319
SPHERE	0.103560	-0.317231	-0.462378	0.026499
SPHERE	0.326183	-0.259119	0.299056	0.025750
SPHERE	-0.314658	0.133672	-0.429028	0.026619
SPHERE	-0.081617	-0.380229	0.317583	0.026067
SPHERE	0.421437	-0.037365	0.322206	0.025261
SPHERE	0.249346	-0.358087	-0.015421	0.025726
SPHERE	-0.462224	-0.273752	-0.440694	0.023670
SPHERE	-0.169311	0.223646	-0.447953	0.024455
SPHERE	0.378383	-0.434248	0.010767	0.027214
SPHERE	-0.220145	-0.164157	0.030921	0.026434
SPHERE	0.444337	0.075496	-0.388132	0.025147
SPHERE	0.169461	0.405111	0.327310	0.024924
SPHERE	-0.107130	0.174301	-0.287831	0.025926
SPHERE	0.291644	0.171537	-0.256418	0.023958
SPHERE	0.371796	-0.219507	-0.387713	0.026755
SPHERE	-0.472697	-0.362178	-0.336718	0.024228
SPHERE	-0.321446	0.148985	0.139459	0.027097
SPHERE	0.459880	-0.303835	0.344688	0.025115
SPHERE	0.245416	0.429431	-0.157095	0.027300
SPHERE	0.361446	-0.305500	-0.417713	0.025158
SPHERE	0.344439	-0.231514	-0.078476	0.024448
SPHERE	0.413939	0.140427	-0.009859	0.026119
SPHERE	0.393948	0.075681	-0.431221	0.026790
SPHERE	0.188514	-0.292684	0.305334	0.027165
SPHERE	0.329289	-0.028078	-0.201363	0.026914
SPHERE	0.142358	-0.331146	0.269056	0.026801
SPHERE	-0.375853	-0.362748	0.330526	0.025042
SPHERE	-0.192389	0.385714	-0.233886	0.027437
SPHERE	-0.319217	0.161865	0.311361	0.023994
SPHERE	-0.173171	-0.174636	0.410536	0.023756
SPHERE	0.377335	0.452267	-0.329251	0.024310
SPHERE	-0.316867	0.452179	-0.042258	0.025817
SPHERE	-0.050404	0.231272	0.329937	0.023391
SPHERE	0.473453	0.236750	-0.137632	0.023740
SPHERE	-0.430052	-0.223418	-0.250924	0.027425
SPHERE	-0.068224	0.384974	-0.446666	0.024182
SPHERE	-0.263107	-0.144913	-0.037228	0.025541
SPHERE	-0.243168	-0.060628	0.105486	0.025238
SPHERE	0.096555	0.083174	-0.193706	0.026833
SPHERE	-0.440900	-0.438133	-0.035970	0.025900
SPHERE	0.410081	-0.388043	0.133419	0.023886
SPHERE	0.322488	0.468660	0.387400	0.027199
SPHERE	-0.227750	-0.336569	-0.388209	0.027025
SPHERE	-0.427617	-0.359859	-0.267888	0.026198
SPHERE	-0.030882	0.169355	0.217451	0.024464
SPHERE	-0.365493	-0.151839	0.048604	0.026298
SPHERE	0.405115	0.328367	-0.158985	0.026318
SPHERE	0.363513	0.278155	-0.382667	0.027344
SPHERE	0.366061	0.222728	0.229917	0.026730
SPHERE	0.218750	0.144542	0.107806	0.026366
SPHERE	0.280489	0.192245	0.167951	0.027459
SPHERE	0.306274	0.373793	-0.362433	0.026856
SPHERE	0.069490	0.328665	-0.472960	0.024547
SPHERE	-0.298150	0.051099	-0.091405	0.026197
SPHERE	-0.094729	0.224500	-0.404171	0.023804
SPHERE	0.028500	-0.313037	-0.380120	0.024521
SPHERE	0.385764	0.325972	-0.337692	0.025070
SPHERE	-0.004013	0.244865	0.120606	0.025988
SPHERE	-0.036414	-0.185493	-0.344146	0.024552
SPHERE	-0.285345	-0.232911	0.072798	0.024522
SPHERE	-0.378085	0.074971	-0.037583	0.026554
SPHERE	-0.348903	0.346003	-0.095987	0.024525
SPHERE	0.094483	-0.024019	0.302425	0.025557
SPHERE	0.138559	0.398987	0.044040	0.023873
SPHERE	0.248732	0.180953	-0.295354	0.025632
SPHERE	-0.048491	0.300484	0.048029	0.024408
SPHERE	-0.358594	0.178344	-0.287420	0.027128
SPHERE	0.421763	0.259192	-0.386170	0.024670
SPHERE	-0.141211	0.051553	-0.161588	0.023518
SPHERE	-0.077892	0.217861	-0.457031	0.025354
SPHERE	-0.281966	0.321483	-0.336416	0.023406
SPHERE	0.242491	0.182921	-0.093371	0.026874
SPHERE	-0.110046	0.085422	0.262283	0.025493
SPHERE	-0.089039	-0.163851	0.230719	0.026804
SPHERE	-0.459817	0.417420	0.329780	0.025528
SPHERE	0.200906	0.417189	-0.469401	0.027330
SPHERE	-0.004375	-0.158265	0.046936	0.023601
SPHERE	-0.412909	0.064136	0.407488	0.027139
SPHERE	-0.090271	-0.401426	-0.364015	0.024448
SPHERE	0.258225	0.017703	0.171156	0.024006
SPHERE	0.013828	0.269456	0.221005	0.023980
SPHERE	0.245462	-0.110033	0.314592	0.023505
SPHERE	0.471736	-0.247285	-0.323572	0.026504
SPHERE	-0.313282	-0.070298	0.446844	0.025691
SPHERE	0.041061	-0.349686	-0.457624	0.024365
SPHERE	0.297459	-0.310407	-0.314079	0.023591
SPHERE	0.375408	0.215109	0.332747	0.024451
SPHERE	0.109060	0.101906	0.428077	0.025695
SPHERE	-0.034777	-0.096587	-0.465819	0.025188
SPHERE	0.440178	-0.304150	-0.428955	0.025924
SPHERE	-0.069116	0.085811	-0.408760	0.027230
SPHERE	0.144830	0.360745	0.114010	0.025191
SPHERE	-0.332936	0.267503	0.007359	0.026762
SPHERE	0.168771	-0.253198	-0.428753	0.024165
SPHERE	0.331920	0.149259	-0.289826	0.024350
SPHERE	-0.451332	0.090794	-0.414026	0.024558
SPHERE	0.468720	-0.404330	-0.369806	0.025370
SPHERE	-0.233240	-0.323295	0.371823	0.027325
SPHERE	0.235749	0.436887	-0.354411	0.026167
SPHERE	0.323850	0.233768	-0.262042	0.025005
SPHERE	0.027129	0.219203	-0.294158	0.027455
SPHERE	0.443341	-0.249110	-0.047470	0.024192
SPHERE	0.374003	0.137678	-0.370302	0.026728
SPHERE	-0.244986	-0.308879	-0.085854	0.027169
SPHERE	-0.240289	0.018685	-0.292326	0.024311
SPHERE	0.168623	-0.392904	-0.302890	0.025420
SPHERE	-0.430188	-0.183400	0.311248	0.025110
SPHERE	-0.422854	-0.423902	0.356711	0.027033
SPHERE	0.269187	-0.411785	0.272907	0.025757
SPHERE	-0.185557	-0.248282	0.061072	0.026457
SPHERE	-0.357604	0.329890	0.027496	0.024163
SPHERE	-0.385770	-0.429049	0.049115	0.024829
SPHERE	0.214510	0.130623	0.261435	0.025812
SPHERE	0.175940	-0.397421	0.457290	0.023969
SPHERE	-0.345708	-0.443752	-0.047559	0.025720
SPHERE	0.299356	0.014885	0.004695	0.026322
SPHERE	0.303357	0.230327	-0.350833	0.025690
SPHERE	0.120196	0.289226	-0.344413	0.023412
SPHERE	0.142135	0.158692	-0.370039	0.026460
SPHERE	0.204667	0.152456	-0.152556	0.026434
SPHERE	-0.191166	-0.366000	0.090110	0.025176
SPHERE	-0.286224	0.071077	0.053173	0.027431
SPHERE	0.102078	-0.469461	-0.427816	0.024720
SPHERE	0.020738	0.052134	0.464511	0.025097
SPHERE	-0.192292	-0.361922	-0.132488	0.024757
